CUSTNAME,REGION,PARTNUM,REVENUE,COST,MARGIN
LYNN MANUFACTURING INC.,01-East,737321000,17078.88,6076.56,11002.32
LYNN MANUFACTURING INC.,01-East,764902000,16014.6,2755.01,13259.59
LYNN MANUFACTURING INC.,01-East,724003000,12163.65,5060.13,7103.52
LYNN MANUFACTURING INC.,01-East,737311000,11640.54,3006.45,8634.09
LYNN MANUFACTURING INC.,01-East,764821000,9824.4,1552.07,8272.33
LYNN MANUFACTURING INC.,01-East,733525500,6192.5,909.75,5282.75
LYNN MANUFACTURING INC.,01-East,739561200,4332.23,1273.03,3059.2
LYNN MANUFACTURING INC.,01-East,739761101,3718.52,1733.68,1984.84
LYNN MANUFACTURING INC.,01-East,737301000,2863.39,1134.56,1728.83
LYNN MANUFACTURING INC.,01-East,739781101,2819.72,1142.2,1677.52
LYNN MANUFACTURING INC.,01-East,726020030,2303.1,1092.17,1210.93
LYNN MANUFACTURING INC.,01-East,764761000,659.2,188.86,470.34
LYNN MANUFACTURING INC.,01-East,733464500,599.3,91.57,507.73
LYNN MANUFACTURING INC.,01-East,764781000,558,118.32,439.68
LYNN MANUFACTURING INC.,01-East,733423700,465.92,72.44,393.48
M & L MECHANICAL,02-Central,734311100,404.36,35.3,369.06
M & L MECHANICAL,02-Central,734611100,404.36,27.18,377.18
M CUBED TECHNOLOGIES INC,01-East,734351200,917.85,69.73,848.12
M DAVIS & SONS,01-East,734910000,362,53.09,308.91
M&M INSULATION,01-East,735602000,111346,34972.94,76373.06
M&M INSULATION,01-East,768221000,44820,9132.96,35687.04
M&M INSULATION,01-East,735750000,6408,1861.36,4546.64
M&M INSULATION,01-East,768241000,5015,1038.97,3976.03
M&M INSULATION,01-East,764901000,3630,710.33,2919.67
M&M INSULATION,01-East,735602110,2650,892.53,1757.47
M&M INSULATION,01-East,735752000,2340,644.4,1695.6
M. LUKAS COMPANY,02-Central,733151500,9844.2,1282.11,8562.09
M. LUKAS COMPANY,02-Central,733211000,9764.4,1514.7,8249.7
M. LUKAS COMPANY,02-Central,792760000,609.56,116.62,492.94
MAC ARTHUR COMPANY INC.,01-East,735602000,24000,8069.5,15930.5
MAC ARTHUR COMPANY INC.,01-East,735602110,24000,8400.65,15599.35
MAC ARTHUR COMPANY,01-East,735602000,41040,13117.04,27922.96
MAC ARTHUR COMPANY,01-East,735602110,10800,3570.13,7229.87
MAC ARTHUR CO,02-Central,735602110,4395,1338.8,3056.2
MAC ARTHUR CO,02-Central,735602000,2197.5,647.22,1550.28
MACER LTDA,9x-Export,733221400,21402.72,5139.2,16263.52
MACER LTDA,9x-Export,733151500,6624,1907.68,4716.32
MACER LTDA,9x-Export,770260000,4221.45,616.77,3604.68
MACER LTDA,9x-Export,770280000,4200,615.64,3584.36
MACER LTDA,9x-Export,770240000,3197.26,405.78,2791.48
MACER LTDA,9x-Export,733211050,2376,993.92,1382.08
MACER LTDA,9x-Export,770200000,1285.2,163.14,1122.06
MACER LTDA,9x-Export,770220000,957.6,109.38,848.22
MACER LTDA,9x-Export,770210000,896,121.26,774.74
MACHINE TOOL,02-Central,739641100,4319.64,1750.23,2569.41
MAGELLAN AEROSPACE,01-East,724003000,695.5,81.82,613.68
MAGELLAN AEROSPACE,01-East,734311100,404.36,35.3,369.06
MAGIKIST LTD.,07-Canada Direct,733182400,7489.8,1095.03,6394.77
MAGNAFLEX INDUSTRIES INC.,02-Central,764765000,5040,2949.37,2090.63
MAGNAFLEX INDUSTRIES INC.,02-Central,764761000,4160,637.2,3522.8
MAGNEQUENCH INTERNATIONAL,02-Central,764821000,430,15.36,414.64
MAGNESITA REFRACTORIES,02-Central,763991000,1713.6,156.9,1556.7
MALYN INDUSTRIAL CERAMICS,01-East,733525600,1435,130.98,1304.02
MALYN INDUSTRIAL CERAMICS,01-East,734211200,486.92,46.75,440.17
MARIND INDUSTRIES,01-East,727063007,1845,948.54,896.46
MARIND INDUSTRIES,01-East,727063005,1599,804.28,794.72
MARIND INDUSTRIES,01-East,727063016,426.4,217.28,209.12
MARK STEEL,01-East,764901000,11025,2882.57,8142.43
MARLIN ENGINEERING INC.,01-East,733464500,313,32.53,280.47
MATERION ADVANCED MATLS.,01-East,764821000,10208,850.65,9357.35
MATERION ADVANCED MATLS.,01-East,740283401,1647.8,292.43,1355.37
MATERION ADVANCED MATLS.,01-East,739681100,1208.44,481.84,726.6
MATERION ADVANCED MATLS,01-East,764821000,1908.25,156.56,1751.69
MATERION ADVANCED MATLS,01-East,739681100,628.42,414,214.42
MATERION BREWSTER LLC,01-East,733151500,2744,298.97,2445.03
MATERION BREWSTER LLC,01-East,764821000,1778.05,125.25,1652.8
MATERION BREWSTER LLC,01-East,739541000,399.74,90.5,309.24
MATHIAS DIE COMPANY INC.,02-Central,733464500,1222,124.09,1097.91
MATRIX INDUSTRIAL,01-East,740103000,824.88,135.47,689.41
MATRIX SOLUTIONS,01-East,734351204,5832,858.19,4973.81
MATTHEWS INTERNATIONAL,02-Central,722413100,6623.6,342,6281.6
MAYNARD INC.,01-East,724121700,583,162.85,420.15
MCALLISTER MILLS INC.,02-Central,768133500,6625.6,3025.01,3600.59
MCALLISTER MILLS INC.,02-Central,768133400,5979.2,2666.95,3312.25
MCAULY MFG. INC.,02-Central,726000240,220.8,14.79,206.01
MCAULY MFG. INC.,02-Central,764261000,212,11.45,200.55
MCCONNELL AFB,01-East,740402402,1022.5,193.66,828.84
MCJUNKIN RED MAN CORP.,01-East,770830000,2020,61.94,1958.06
MCNEIL INC.,01-East,734351203,389757,68680.02,321076.98
MCNEIL INC.,01-East,764521000,155750,76230.46,79519.54
MCNEIL INC.,01-East,733525500,129525,31288.64,98236.36
MCNEIL INC.,01-East,754525000,117176.24,45154.66,72021.58
MCNEIL INC.,01-East,764821000,109310,38251.71,71058.29
MCNEIL INC.,01-East,739741100,69263.36,78273.85,-9010.49
MCNEIL INC.,01-East,734351200,67463.9,11351.75,56112.15
MCNEIL INC.,01-East,764481000,41722.2,16752.04,24970.16
MCNEIL INC.,01-East,733202000,38228,15639.9,22588.1
MCNEIL INC.,01-East,739561100,27534.36,11563.39,15970.97
MCNEIL INC.,01-East,764601000,24800,8193.87,16606.13
MCNEIL INC.,01-East,764521061,24750,28755,-4005
MCNEIL INC.,01-East,779988972,23782.5,19426,4356.5
MCNEIL INC.,01-East,754085000,21894.69,9293.31,12601.38
MCNEIL INC.,01-East,764901000,20202.64,5998.38,14204.26
MCNEIL INC.,01-East,734910000,18828,6297.26,12530.74
MCNEIL INC.,01-East,777601000,17372.64,4991.49,12381.15
MCNEIL INC.,01-East,734311100,16660,3530.13,13129.87
MCNEIL INC.,01-East,733444220,15393.6,4726.81,10666.79
MCNEIL INC.,01-East,733566100,12686.4,3766.76,8919.64
MCNEIL INC.,01-East,770850000,12348.8,546.16,11802.64
MCNEIL INC.,01-East,779959708,12215.52,3923.36,8292.16
MCNEIL INC.,01-East,739451000,12006.4,10219.16,1787.24
MCNEIL INC.,01-East,764821161,10800,8928,1872
MCNEIL INC.,01-East,733464400,10752,3983.12,6768.88
MCNEIL INC.,01-East,764221000,9195.6,4957.78,4237.82
MCNEIL INC.,01-East,764482000,8108.4,3228.29,4880.11
MCNEIL INC.,01-East,738521000,7647.54,7956.21,-308.67
MCNEIL INC.,01-East,733586500,7128,1632.17,5495.83
MCNEIL INC.,01-East,734900000,6440,3356.65,3083.35
MCNEIL INC.,01-East,734211200,6008.2,778.64,5229.56
MCNEIL INC.,01-East,734651200,5892.9,1250.97,4641.93
MCNEIL INC.,01-East,739452000,5708.64,4936.64,772
MCNEIL INC.,01-East,734751200,4844.68,937.91,3906.77
MCNEIL INC.,01-East,771320000,4712.58,768.7,3943.88
MCNEIL INC.,01-East,793336074,4302,2707.8,1594.2
MCNEIL INC.,01-East,727000140,4250.4,1153.24,3097.16
MCNEIL INC.,01-East,779959709,3995.56,1557.22,2438.34
MCNEIL INC.,01-East,793330000,3764.25,910.46,2853.79
MCNEIL INC.,01-East,779951021,3455.6,2940.82,514.78
MCNEIL INC.,01-East,733403100,3431.4,553.38,2878.02
MCNEIL INC.,01-East,739541100,3358.66,1258,2100.66
MCNEIL INC.,01-East,764522000,3301,1616.85,1684.15
MCNEIL INC.,01-East,770500000,2845.8,167.22,2678.58
MCNEIL INC.,01-East,764822000,2736,966.75,1769.25
MCNEIL INC.,01-East,739781100,2649.79,1977.19,672.6
MCNEIL INC.,01-East,739721000,2627.57,1840.55,787.02
MCNEIL INC.,01-East,733545700,2588.3,771.07,1817.23
MCNEIL INC.,01-East,740063000,2390.3,716.82,1673.48
MCNEIL INC.,01-East,733423700,2177.28,488.86,1688.42
MCNEIL INC.,01-East,737912200,2147.45,446.3,1701.15
MCNEIL INC.,01-East,754465000,2084.98,963.92,1121.06
MCNEIL INC.,01-East,777904301,2073.41,939.74,1133.67
MCNEIL INC.,01-East,780710000,2060.52,896,1164.52
MCNEIL INC.,01-East,733586400,2052,494.95,1557.05
MCNEIL INC.,01-East,740402402,2051,604.67,1446.33
MCNEIL INC.,01-East,739561000,2008.08,861.95,1146.13
MCNEIL INC.,01-East,779951023,1908,1617.58,290.42
MCNEIL INC.,01-East,727000440,1892,425.69,1466.31
MCNEIL INC.,01-East,754926000,1665.12,985.1,680.02
MCNEIL INC.,01-East,733505300,1650,425.73,1224.27
MCNEIL INC.,01-East,768021000,1613.5,409.11,1204.39
MCNEIL INC.,01-East,770720000,1536.8,56.55,1480.25
MCNEIL INC.,01-East,724281200,1480,386.57,1093.43
MCNEIL INC.,01-East,764861000,1449.88,454.62,995.26
MCNEIL INC.,01-East,764761000,1325.6,628.03,697.57
MCNEIL INC.,01-East,754065000,1130.64,527.04,603.6
MCNEIL INC.,01-East,768121000,1094.85,219.57,875.28
MCNEIL INC.,01-East,733505200,980,244.1,735.9
MCNEIL INC.,01-East,767990000,931.86,347.38,584.48
MCNEIL INC.,01-East,777650000,923.7,427.32,496.38
MCNEIL INC.,01-East,734851000,912.46,197.8,714.66
MCNEIL INC.,01-East,724281400,888,231.94,656.06
MCNEIL INC.,01-East,770830000,749.7,30.97,718.73
MCNEIL INC.,01-East,770212000,730.6,162.39,568.21
MCNEIL INC.,01-East,734990000,715.2,191.98,523.22
MCNEIL INC.,01-East,734810000,680,544.58,135.42
MCNEIL INC.,01-East,727000025,598,211.14,386.86
MCNEIL INC.,01-East,739521100,517.78,139.38,378.4
MCNEIL INC.,01-East,724003000,478.95,81.82,397.13
MCNEIL INC.,01-East,739390000,462.24,247.29,214.95
MCNEIL INC.,01-East,739450000,457.92,376.73,81.19
MCNEIL INC.,01-East,740123000,444.78,128.01,316.77
MCNEIL INC.,01-East,768750000,339.72,73.86,265.86
MCNEIL INC.,01-East,764781040,339,120.99,218.01
MCNEIL INC.,01-East,764561000,338.75,110.89,227.86
MCNEIL INC.,01-East,770260000,333.68,70.33,263.35
MCNEIL INC.,01-East,770270000,321.3,68.38,252.92
MCNEIL INC.,01-East,792702000,303.75,96.6,207.15
MCNEIL INC.,01-East,733525400,285,74.13,210.87
MCNEIL INC.,01-East,733525600,285,71.05,213.95
MCNEIL INC.,01-East,739541000,239.9,90.5,149.4
MCNEIL INC.,01-East,779957254,189,113.16,75.84
MCNEIL INC.,01-East,739681100,188.53,207,-18.47
MCNEIL INC.,01-East,779957258,167.04,89.7,77.34
MCNEIL INC.,01-East,770220000,151.2,28.44,122.76
MCNEIL INC.,01-East,777642000,121.6,50.36,71.24
MCNEIL INC.,01-East,733211050,114,55.91,58.09
MCNEIL INC.,02-Central,754925000,97242.3,54251.58,42990.72
MCNEIL INC.,02-Central,764601000,60382.4,20387,39995.4
MCNEIL INC.,02-Central,795482000,32514.1,12618.76,19895.34
MCNEIL INC.,02-Central,727041200,23023.08,4663.08,18360
MCNEIL INC.,02-Central,754495000,20599.46,7626.18,12973.28
MCNEIL INC.,02-Central,764821000,17898,6295.77,11602.23
MCNEIL INC.,02-Central,764901000,16440.88,4870.86,11570.02
MCNEIL INC.,02-Central,788260020,14187.12,4174.14,10012.98
MCNEIL INC.,02-Central,739781100,11600.64,6855.08,4745.56
MCNEIL INC.,02-Central,718500000,11329.28,4568.47,6760.81
MCNEIL INC.,02-Central,754926000,11088.24,6260.3,4827.94
MCNEIL INC.,02-Central,754095000,10120.32,4291.26,5829.06
MCNEIL INC.,02-Central,788200010,8919.63,2954.01,5965.62
MCNEIL INC.,02-Central,764521000,7672,3828.52,3843.48
MCNEIL INC.,02-Central,738521000,7498.38,5164.26,2334.12
MCNEIL INC.,02-Central,766121000,6825,1930.61,4894.39
MCNEIL INC.,02-Central,734311100,6664,1412.04,5251.96
MCNEIL INC.,02-Central,754305000,5913.64,2371.32,3542.32
MCNEIL INC.,02-Central,739641100,5875.2,5497.08,378.12
MCNEIL INC.,02-Central,779957621,5778.72,2688.51,3090.21
MCNEIL INC.,02-Central,780310000,5538.2,2132.98,3405.22
MCNEIL INC.,02-Central,734661300,5326.2,1611.84,3714.36
MCNEIL INC.,02-Central,784140000,4448.22,2117.66,2330.56
MCNEIL INC.,02-Central,764341000,3050.25,1204.08,1846.17
MCNEIL INC.,02-Central,734990000,2725.6,717.52,2008.08
MCNEIL INC.,02-Central,734900000,2649.6,1381.03,1268.57
MCNEIL INC.,02-Central,734211200,2603.95,327.27,2276.68
MCNEIL INC.,02-Central,739390000,2049.44,1864.89,184.55
MCNEIL INC.,02-Central,734910000,1836,616.16,1219.84
MCNEIL INC.,02-Central,754885000,1707.36,727.32,980.04
MCNEIL INC.,02-Central,780330000,1440.1,574.46,865.64
MCNEIL INC.,02-Central,740402402,1414,434.7,979.3
MCNEIL INC.,02-Central,754896000,1404.96,787.76,617.2
MCNEIL INC.,02-Central,777601000,1399.16,405.67,993.49
MCNEIL INC.,02-Central,770260000,984.83,208.29,776.54
MCNEIL INC.,02-Central,734651200,925.36,184.5,740.86
MCNEIL INC.,02-Central,780250000,889.27,367.58,521.69
MCNEIL INC.,02-Central,734351200,833,147.24,685.76
MCNEIL INC.,02-Central,737912200,629.18,136.42,492.76
MCNEIL INC.,02-Central,733525500,550,130.06,419.94
MCNEIL INC.,02-Central,777642000,520,151.86,368.14
MCNEIL INC.,02-Central,727000140,492.8,133.71,359.09
MCNEIL INC.,02-Central,768221000,410.4,70.76,339.64
MCNEIL INC.,02-Central,739561000,386.35,170.44,215.91
MCNEIL INC.,02-Central,770392000,350,35.15,314.85
MCNEIL INC.,02-Central,792702000,303.75,96.6,207.15
MCNEIL INC.,02-Central,733211000,220,94.78,125.22
MCNEIL INC.,02-Central,733725500,164.2,51.76,112.44
MCNEIL INC.,9x-Export,766041100,28032,16648.93,11383.07
MCNEIL INC.,9x-Export,734851000,16920,6580.66,10339.34
MCNEIL INC.,9x-Export,766163100,1451.52,995.98,455.54
MCT INDUSTRIES - GOV'T,01-East,791006850,25158.21,12064.32,13093.89
MCT INDUSTRIES - GOV'T,01-East,791006650,17177.68,8830.89,8346.79
MECHANICAL EQUIPMENT INC,01-East,734211200,3310.2,324.03,2986.17
MEGADIAMOND,01-East,777585000,295,9.07,285.93
"MEGTEC SYSTEMS, INC",01-East,754055000,4717.44,2791.82,1925.62
"MEGTEC SYSTEMS, INC",01-East,734651200,1219.62,74,1145.62
"MEGTEC SYSTEMS, INC",01-East,764522000,552,157.4,394.6
"MEGTEC SYSTEMS, INC",01-East,754045000,284.22,188.42,95.8
"MEGTEC SYSTEMS, INC",02-Central,754055000,79930.1,46859.42,33070.68
"MEGTEC SYSTEMS, INC",02-Central,753945000,39910.72,33329.7,6581.02
"MEGTEC SYSTEMS, INC",02-Central,754045000,30718.27,19842.49,10875.78
"MEGTEC SYSTEMS, INC",02-Central,753965000,23602.83,18089.11,5513.72
"MEGTEC SYSTEMS, INC",02-Central,764821000,11351,2997.87,8353.13
"MEGTEC SYSTEMS, INC",02-Central,764822000,8191.2,2521.02,5670.18
"MEGTEC SYSTEMS, INC",02-Central,764522000,7503.2,2114.23,5388.97
"MEGTEC SYSTEMS, INC",02-Central,764901000,7266,2439.37,4826.63
"MEGTEC SYSTEMS, INC",02-Central,770540000,6659.12,549.16,6109.96
"MEGTEC SYSTEMS, INC",02-Central,734651200,6134.63,369.75,5764.88
"MEGTEC SYSTEMS, INC",02-Central,738401000,5139,5300.06,-161.06
"MEGTEC SYSTEMS, INC",02-Central,764861000,5045.6,1561.41,3484.19
"MEGTEC SYSTEMS, INC",02-Central,754065000,4749,2758.14,1990.86
"MEGTEC SYSTEMS, INC",02-Central,780650000,4320.65,2478.18,1842.47
"MEGTEC SYSTEMS, INC",02-Central,779988252,3666,3284.19,381.81
"MEGTEC SYSTEMS, INC",02-Central,764561000,3618,1419.33,2198.67
"MEGTEC SYSTEMS, INC",02-Central,764781040,3310,675.44,2634.56
"MEGTEC SYSTEMS, INC",02-Central,764823500,2432.2,762.56,1669.64
"MEGTEC SYSTEMS, INC",02-Central,780210000,2406.18,1270.82,1135.36
"MEGTEC SYSTEMS, INC",02-Central,764601000,2216.25,664.31,1551.94
"MEGTEC SYSTEMS, INC",02-Central,777642000,1972.8,570.06,1402.74
"MEGTEC SYSTEMS, INC",02-Central,758531000,1876.06,593.72,1282.34
"MEGTEC SYSTEMS, INC",02-Central,739641100,1609.52,1493.54,115.98
"MEGTEC SYSTEMS, INC",02-Central,770550000,1598.26,175.27,1422.99
"MEGTEC SYSTEMS, INC",02-Central,777601000,1559.32,523.26,1036.06
"MEGTEC SYSTEMS, INC",02-Central,774271000,1406.57,923.42,483.15
"MEGTEC SYSTEMS, INC",02-Central,734751200,1365.15,411.29,953.86
"MEGTEC SYSTEMS, INC",02-Central,774301000,1329.1,675.39,653.71
"MEGTEC SYSTEMS, INC",02-Central,774401000,1168.93,514.2,654.73
"MEGTEC SYSTEMS, INC",02-Central,780290000,1163.32,614.16,549.16
"MEGTEC SYSTEMS, INC",02-Central,764482000,1040,382.84,657.16
"MEGTEC SYSTEMS, INC",02-Central,742546000,1000.8,156.72,844.08
"MEGTEC SYSTEMS, INC",02-Central,784320000,629.43,365.84,263.59
"MEGTEC SYSTEMS, INC",02-Central,764781000,570.6,122.7,447.9
"MEGTEC SYSTEMS, INC",02-Central,738361000,548.32,926.64,-378.32
"MEGTEC SYSTEMS, INC",02-Central,734990000,509.32,109.82,399.5
"MEGTEC SYSTEMS, INC",02-Central,754295000,509,217.16,291.84
"MEGTEC SYSTEMS, INC",02-Central,764826500,476.8,129.32,347.48
"MEGTEC SYSTEMS, INC",02-Central,738521000,465.92,597.12,-131.2
"MEGTEC SYSTEMS, INC",02-Central,754725000,450.41,224.69,225.72
"MEGTEC SYSTEMS, INC",02-Central,754265000,440.05,199.38,240.67
"MEGTEC SYSTEMS, INC",02-Central,764521000,377.6,106.27,271.33
"MEGTEC SYSTEMS, INC",02-Central,734611100,279.48,80.88,198.6
"MEGTEC SYSTEMS, INC",02-Central,773801000,239.7,91.14,148.56
"MEGTEC SYSTEMS, INC",02-Central,764902000,184.3,63.86,120.44
"MEGTEC SYSTEMS, INC",07-Canada Direct,754055000,1483.44,879.81,603.63
"MEGTEC SYSTEMS, INC",07-Canada Direct,764522000,552,157.41,394.59
"MEGTEC SYSTEMS, INC",07-Canada Direct,734651200,365.85,111,254.85
MERAK NORTH AMERICA,02-Central,768021005,913,106.43,806.57
MERAK NORTH AMERICA,02-Central,768021000,374,26.83,347.17
MERCER GASKET & SHIM,01-East,733202000,5107.2,1325.44,3781.76
MERIDEN MANUFACTURING INC,01-East,764461006,1196,83.13,1112.87
MESSIER - BUGATTI,02-Central,779601000,23172,3984.62,19187.38
MESSIER - BUGATTI,02-Central,770930000,6252,214.28,6037.72
MESSIER - BUGATTI,02-Central,770710000,6192,134.52,6057.48
MESSIER-BUGATTI USA LLC,02-Central,779601000,131331.67,21395.85,109935.82
MESSIER-BUGATTI USA LLC,02-Central,770930000,6252,214.28,6037.72
MESSIER-BUGATTI USA LLC,02-Central,770710000,3096,67.25,3028.75
MESTEK INC.,02-Central,739541000,587.52,90.5,497.02
"MESTEK, FORREST CITY",02-Central,764461006,776,54.49,721.51
"MESTEK, INC.",01-East,724281200,500,89.08,410.92
METALCRAFT TECHNOLOGIES,01-East,764821000,1307,46.38,1260.62
METALLIZED CARBON,01-East,733725500,5204,1019.36,4184.64
METALLIZED CARBON,01-East,764521000,1933,79.77,1853.23
METALOR ELECTROTECHNICS,02-Central,734311100,404.36,35.3,369.06
METALSTAMP INC.,02-Central,764902000,884.5,32.21,852.29
METAULLIC SYSTEMS DIV.,01-East,766121000,5103.5,1607.68,3495.82
METAULLIC SYSTEMS DIV.,01-East,777904301,1998,704.8,1293.2
METAULLIC SYSTEMS DIV.,01-East,764261000,1631,861.31,769.69
METAULLIC SYSTEMS DIV.,01-East,733511000,1087.5,665.61,421.89
METAULLIC SYSTEMS DIV.,01-East,764821000,962.5,355.61,606.89
METAULLIC SYSTEMS DIV.,01-East,733510000,561.25,397.57,163.68
METAULLIC SYSTEMS DIV.,01-East,764341000,516,287.84,228.16
METAULLIC SYSTEMS DIV.,01-East,772101000,222,57.9,164.1
METAULLIC SYSTEMS DIV.,01-East,733464500,130,59.04,70.96
METAULLIC SYSTEMS DIV.,01-East,771981000,103.2,31.3,71.9
METRO CIRCUITS,01-East,733464600,1520,163.88,1356.12
METRO SUPPLY CO.,01-East,735602000,216905,78191.65,138713.35
METRO SUPPLY CO.,01-East,735602110,9400,3500.26,5899.74
METRO SUPPLY CO.,01-East,764901000,8156,3151.78,5004.22
METRO SUPPLY CO.,01-East,735750000,6510,2781.8,3728.2
METRO SUPPLY CO.,01-East,764781000,4684,1859.6,2824.4
METRO SUPPLY CO.,01-East,764821000,3054,1125.98,1928.02
METRO SUPPLY CO.,01-East,764861000,1524,623.46,900.54
METSO PAPER USA INC.,01-East,764601000,7786,1806.92,5979.08
MGM INDUSTRIAL SPLY,02-Central,734990000,4435.2,657.31,3777.89
MGM INDUSTRIAL SUPPLY CO,02-Central,734990000,59808,8594.63,51213.37
MHD - ROCKLAND INC.,02-Central,771102000,870,25.1,844.9
MHD ROCKLAND,02-Central,771102000,7573,229.79,7343.21
MI-T-M CORP,02-Central,764481000,346,16.94,329.06
MICROCHIP TECHNOLOGY INC.,01-East,764221000,476,33.66,442.34
MICROCHIP TECHNOLOGY INC.,01-East,734211200,459,45.68,413.32
MICROFLEX INC,02-Central,770230000,4032,295.67,3736.33
MICROFLEX INC,02-Central,770240000,937.5,67.63,869.87
MICROWAVE RESEARCH &,02-Central,739641100,1389.96,412.29,977.67
MICROWAVE RESEARCH &,02-Central,734711100,536.16,81.15,455.01
MICROWAVE RESEARCH &,02-Central,734311100,190.74,16.85,173.89
MID-TEX DISTRIBUTING INC,01-East,735602110,70122,20528.23,49593.77
MID-TEX DISTRIBUTING INC,01-East,735602000,18523.5,5048.33,13475.17
MIDSTATE INDUSTRIAL,02-Central,739641100,926.64,274.85,651.79
MIDSTATE INDUSTRIAL,02-Central,740023000,727.44,119.31,608.13
MIDSTATE INDUSTRIAL,02-Central,740063000,616.56,120.1,496.46
MIDSTATE INDUSTRIAL,02-Central,739681100,444.24,120.46,323.78
MIDWEST FABRICATION,02-Central,764601000,5568,225.61,5342.39
MIDWEST MATERIALS CO.,01-East,768141003,354256,161233.53,193022.47
MIDWEST MATERIALS CO.,01-East,735602000,210176,53275.68,156900.32
MIDWEST MATERIALS CO.,01-East,768121000,90960,27863.51,63096.49
MIDWEST MATERIALS CO.,01-East,768141000,15795,7293.85,8501.15
MIDWEST MATERIALS CO.,01-East,735750000,9408,3050.56,6357.44
MIDWEST MATERIALS CO.,01-East,768144200,2052,315.82,1736.18
MIDWEST MATERIALS CO.,01-East,733151500,636.6,101.8,534.8
MIDWEST MATERIALS CO.,01-East,733211000,614.1,201.18,412.92
MIDWEST MATERIALS CO.,01-East,779989770,560.08,0,560.08
MIDWEST SERVICE CENTER,02-Central,770200000,630,40.79,589.21
MIKRO SYSTEMS INC.,02-Central,764521000,666,26.54,639.46
MILAMAR COATING,01-East,779987651,1255.5,156.78,1098.72
MILLIKEN AND COMPANY,02-Central,739380000,3171.84,961.23,2210.61
MILWAUKEE INSULATION,02-Central,777601000,1160.16,216.05,944.11
MINTEQ INTERNATIONAL INC.,02-Central,779988964,45540,32996.76,12543.24
MINTEQ INTERNATIONAL INC.,02-Central,777904400,27189,20387.43,6801.57
MITSUBISHI POWER SYSTEMS,01-East,734611100,178.72,26.96,151.76
MITSUBISHI POWER SYSTEMS,02-Central,764821000,447,15.66,431.34
MITSUBISHI POWER SYSTEMS,02-Central,739641100,409.68,201.6,208.08
"MIURA CANADA CO., LTD.",07-Canada Direct,733151500,326,54.11,271.89
MODINE MFG CO,02-Central,733586400,1857.6,182.85,1674.75
MODINE MFG CO,02-Central,733566100,979.2,129.98,849.22
MODYNE,01-East,770720000,1010,27.12,982.88
MONESSEN HEARTH SYSTEMS,02-Central,726020042,192497.85,152220.15,40277.7
MONESSEN HEARTH SYSTEMS,02-Central,726020041,144297.75,114581.39,29716.36
MONESSEN HEARTH SYSTEMS,02-Central,726000247,16988.4,13271.91,3716.49
MONESSEN HEARTH SYSTEMS,02-Central,726020019,3631.5,2736.5,895
MONESSEN HEARTH SYSTEMS,02-Central,726020005,2905.2,2008.13,897.07
MONESSEN HEARTH SYSTEMS,02-Central,726000246,807,605.93,201.07
MONESSEN HEARTH SYSTEMS,02-Central,777601000,441.67,144.04,297.63
MONESSEN HEARTH SYSTEMS,02-Central,777642000,381.6,201.44,180.16
MONTAGUE STUDIOS,01-East,739681100,444.24,120.46,323.78
MORAC MEXICO S.A. de C.V.,01-East,734761300,2039.4,379.39,1660.01
MORGAN AM&T,02-Central,734990000,926.4,110.07,816.33
MORRISON SUPPLY COMPANY,01-East,735602000,4630,862.96,3767.04
MOTION INDUSTRIES CANADA,07-Canada Direct,770372000,1022,53.11,968.89
MOTION INDUSTRIES,01-East,770410000,1507.5,98.81,1408.69
MOTION INDUSTRIES,01-East,770430000,1327.5,88.55,1238.95
MOTION INDUSTRIES,01-East,733211000,912,94.78,817.22
MOTION INDUSTRIES,01-East,766121000,910,23.95,886.05
MOTION INDUSTRIES,01-East,734900000,737,133.46,603.54
MOTION INDUSTRIES,01-East,733464600,626,69.94,556.06
MOTION INDUSTRIES,01-East,734830000,370,45.41,324.59
MOTION INDUSTRIES,01-East,734151100,326.17,43.14,283.03
MOTION INDUSTRIES,01-East,733464500,298,29.52,268.48
MOTION INDUSTRIES,02-Central,770220000,11088,670.5,10417.5
MOTION INDUSTRIES,02-Central,770560000,10791,612.86,10178.14
MOTION INDUSTRIES,02-Central,764821000,7463,263.78,7199.22
MOTION INDUSTRIES,02-Central,737251000,5242.32,902.07,4340.25
MOTION INDUSTRIES,02-Central,739781100,5180.96,1443.62,3737.34
MOTION INDUSTRIES,02-Central,770540000,3629.5,184.78,3444.72
MOTION INDUSTRIES,02-Central,771170000,3563,150.93,3412.07
MOTION INDUSTRIES,02-Central,738521000,2760.96,1337.69,1423.27
MOTION INDUSTRIES,02-Central,770200000,2592,166.4,2425.6
MOTION INDUSTRIES,02-Central,734890000,2424.68,406.65,2018.03
MOTION INDUSTRIES,02-Central,770330000,2130,202.93,1927.07
MOTION INDUSTRIES,02-Central,770600000,1916.25,96.32,1819.93
MOTION INDUSTRIES,02-Central,770522000,1868.75,88.79,1779.96
MOTION INDUSTRIES,02-Central,770210000,1320,90.96,1229.04
MOTION INDUSTRIES,02-Central,777601000,1206.56,189.62,1016.94
MOTION INDUSTRIES,02-Central,770222000,1080.25,68.04,1012.21
MOTION INDUSTRIES,02-Central,770230000,1065.75,71.08,994.67
MOTION INDUSTRIES,02-Central,770260000,1035,67.63,967.37
MOTION INDUSTRIES,02-Central,770720000,1010,27.12,982.88
